Id,Class,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,modularity_class,stat_inf_class,clustering,eigencentrality,behavior
2520,0,,1,1,2,1,1,2,7,0.277535,0.288283,0.0,0.002318,0.002368,,0,506,14,47,0.0,0.012454,0
2486,0,,1,1,2,1,1,2,7,0.277535,0.288283,0.0,0.002318,0.002368,,0,506,14,47,0.0,0.012454,0
2817,0,,1,1,2,1,1,2,6,0.290218,0.301428,0.0,0.003402,0.002485,,0,506,8,36,0.0,0.013319,0
2773,0,,1,1,2,1,1,2,6,0.290218,0.301428,0.0,0.003402,0.002485,,0,506,8,36,0.0,0.013319,0
2638,0,,1,1,2,1,1,2,6,0.290218,0.301428,0.0,0.003402,0.002485,,0,506,8,36,0.0,0.013319,1
2447,0,,1,1,2,1,1,2,7,0.250468,0.258916,0.0,0.000458,0.00054,,0,506,2,20,0.0,0.003168,1
2438,0,,1,1,2,1,1,2,7,0.250468,0.258916,0.0,0.000458,0.00054,,0,506,2,20,0.0,0.003168,1
3147,0,,1,1,2,1,1,2,6,0.280317,0.291117,0.0,0.003073,0.00298,,0,506,14,76,0.0,0.015356,1
3082,0,,1,1,2,1,1,2,7,0.274224,0.285208,0.0,0.002614,0.002413,,0,506,7,76,0.0,0.013068,0
2980,0,,1,1,2,1,1,2,7,0.274224,0.285208,0.0,0.002614,0.002413,,0,506,7,76,0.0,0.013068,0
3304,0,,1,1,2,1,1,2,7,0.279335,0.290906,0.0,0.003267,0.003463,,0,506,13,14,0.0,0.017411,1
2650,0,,1,1,2,1,1,2,7,0.279335,0.290906,0.0,0.003267,0.003463,,0,506,13,14,0.0,0.017411,1
3074,0,,1,1,2,1,1,2,7,0.260988,0.27135,0.0,0.001166,0.0019,,0,506,13,40,0.5,0.006452,0
2620,0,,1,1,2,1,1,2,8,0.236643,0.244573,0.0,0.000113,0.00026,,0,506,6,52,0.5,0.000269,0
2604,0,,1,1,2,1,1,2,8,0.236613,0.244506,0.0,0.000215,0.00026,,0,506,6,52,0.0,0.00183,1
2585,0,,1,1,2,1,1,2,8,0.236613,0.244506,0.0,0.000215,0.00026,,0,506,6,52,0.0,0.00183,1
3264,0,,1,1,2,1,1,2,7,0.275151,0.285634,0.0,0.001933,0.002748,,0,506,13,73,0.0,0.013619,0
3191,0,,1,1,2,1,1,2,7,0.281666,0.29304,0.0,0.002968,0.002019,,0,506,13,55,0.0,0.010484,0
3164,0,,1,1,2,1,1,2,7,0.281666,0.29304,0.0,0.002968,0.002019,,0,506,13,55,0.0,0.010484,0
3100,0,,1,1,2,1,1,2,7,0.281666,0.29304,0.0,0.002968,0.002019,,0,506,13,55,0.0,0.010484,0
3080,0,,1,1,2,1,1,2,7,0.281666,0.29304,0.0,0.002968,0.002019,,0,506,13,55,0.0,0.010484,1
2970,0,,1,1,2,1,1,2,7,0.281666,0.29304,0.0,0.002968,0.002019,,0,506,13,55,0.0,0.010484,1
2977,0,,1,1,2,1,1,2,6,0.270835,0.279944,0.0,0.001819,0.002525,,0,506,15,46,0.0,0.012646,1
3312,0,,1,1,2,1,1,2,7,0.268141,0.278425,0.0,0.002238,0.002394,,0,506,13,60,0.0,0.012015,0
2968,0,,1,1,2,1,1,2,7,0.282579,0.29402,0.0,0.002788,0.002482,,0,506,13,82,0.0,0.012786,1
2809,0,,1,1,2,1,1,2,7,0.282579,0.29402,0.0,0.002788,0.002482,,0,506,13,82,0.0,0.012786,1
2596,0,,1,1,2,1,1,2,7,0.282579,0.29402,0.0,0.002788,0.002482,,0,506,13,82,0.0,0.012786,1
3362,0,,3,1,4,1,1,2,7,0.259865,0.269546,1e-06,0.004735,0.001838,,0,506,13,16,0.333333,0.021618,1
3187,0,,1,1,2,1,1,2,7,0.264022,0.27474,0.0,0.002112,0.002179,,0,506,13,27,0.0,0.011023,0
3108,0,,1,1,2,1,1,2,7,0.269646,0.279978,0.0,0.001199,0.000958,,0,506,1,5,0.0,0.005341,0
2967,0,,1,1,2,1,1,2,7,0.269646,0.279978,0.0,0.001199,0.000958,,0,506,1,5,0.0,0.005341,0
2841,0,,1,1,2,1,1,2,7,0.269646,0.279978,0.0,0.001199,0.000958,,0,506,1,5,0.0,0.005341,0
2840,0,,1,1,2,1,1,2,7,0.269646,0.279978,0.0,0.001199,0.000958,,0,506,1,5,0.0,0.005341,0
2630,0,,1,1,2,1,1,2,7,0.261936,0.270579,0.0,0.001242,0.001143,,0,506,2,96,0.0,0.006265,0
2891,0,,1,1,2,1,1,2,6,0.277597,0.287577,0.0,0.00186,0.00184,,0,506,8,60,0.0,0.010097,1
3033,0,,1,1,2,1,1,2,6,0.277597,0.287577,0.0,0.00186,0.00184,,0,506,8,60,0.0,0.010097,1
2531,0,,1,1,2,1,1,2,6,0.277597,0.287577,0.0,0.00186,0.00184,,0,506,8,60,0.0,0.010097,0
2936,0,,1,1,2,1,1,2,7,0.271581,0.282362,0.0,0.00241,0.002448,,0,506,13,8,0.0,0.012016,0
2502,0,,1,1,2,1,1,2,7,0.262028,0.271326,0.0,0.001111,0.001,,0,506,2,21,0.0,0.005768,0
2718,0,,1,1,2,1,1,2,8,0.234027,0.243016,0.0,0.00025,0.000259,,0,506,12,74,0.0,0.001664,0
3063,0,,1,1,2,1,1,2,8,0.234027,0.243016,0.0,0.00025,0.000259,,0,506,12,74,0.0,0.001664,0
3032,0,,1,1,2,1,1,2,8,0.234027,0.243016,0.0,0.00025,0.000259,,0,506,12,74,0.0,0.001664,0
2741,0,,1,1,2,1,1,2,7,0.257969,0.266625,0.0,0.00093,0.00087,,0,506,14,103,0.0,0.004874,0
2734,0,,1,1,2,1,1,2,7,0.257969,0.266625,0.0,0.00093,0.00087,,0,506,14,103,0.0,0.004874,0
2677,0,,1,1,2,1,1,2,7,0.257969,0.266625,0.0,0.00093,0.00087,,0,506,14,103,0.0,0.004874,1
3289,0,,1,1,2,1,1,2,7,0.261334,0.271207,0.0,0.001757,0.001551,,0,506,13,46,0.0,0.008115,0
2883,0,,1,1,2,1,1,2,7,0.249767,0.257178,0.0,0.000451,0.000574,,0,506,2,66,0.0,0.003502,1
2880,0,,1,1,2,1,1,2,7,0.249767,0.257178,0.0,0.000451,0.000574,,0,506,2,66,0.0,0.003502,1
2887,0,,1,1,2,1,1,2,7,0.27109,0.281199,0.0,0.002087,0.00209,,0,506,11,84,0.0,0.010925,0
2879,0,,1,1,2,1,1,2,7,0.27109,0.281199,0.0,0.002087,0.00209,,0,506,11,84,0.0,0.010925,0
2798,0,,1,1,2,1,1,2,7,0.27109,0.281199,0.0,0.002087,0.00209,,0,506,11,84,0.0,0.010925,0
2902,0,,1,1,2,1,1,2,7,0.262285,0.272172,0.0,0.00152,0.001363,,0,506,7,98,0.0,0.007304,1
2893,0,,1,1,2,1,1,2,7,0.262285,0.272172,0.0,0.00152,0.001363,,0,506,7,98,0.0,0.007304,1
2886,0,,1,1,2,1,1,2,7,0.262285,0.272172,0.0,0.00152,0.001363,,0,506,7,98,0.0,0.007304,1
2557,0,,1,1,2,1,1,2,7,0.254655,0.262811,0.0,0.000687,0.000589,,0,506,8,94,0.0,0.003563,0
2943,0,,1,1,2,1,1,2,7,0.239348,0.245776,0.0,0.000282,0.000536,,0,506,14,72,0.0,0.002659,0
2872,0,,1,1,2,1,1,2,7,0.239348,0.245776,0.0,0.000282,0.000536,,0,506,14,72,0.0,0.002659,0
2854,0,,1,1,2,1,1,2,7,0.239348,0.245776,0.0,0.000282,0.000536,,0,506,14,72,0.0,0.002659,0
2656,0,,1,1,2,1,1,2,7,0.259164,0.26919,0.0,0.000522,0.000496,,0,506,1,4,0.0,0.003016,0
2576,0,,1,1,2,1,1,2,7,0.259164,0.26919,0.0,0.000522,0.000496,,0,506,1,4,0.0,0.003016,0
2508,0,,1,1,2,1,1,2,7,0.259164,0.26919,0.0,0.000522,0.000496,,0,506,1,4,0.0,0.003016,1
2637,0,,1,1,2,1,1,2,7,0.259164,0.26919,0.0,0.000522,0.000496,,0,506,1,4,0.0,0.003016,0
2595,0,,1,1,2,1,1,2,7,0.259164,0.26919,0.0,0.000522,0.000496,,0,506,1,4,0.0,0.003016,0
3352,0,,1,1,2,1,1,2,6,0.281645,0.293533,0.0,0.003034,0.001359,,0,506,13,8,0.0,0.007084,0
3361,0,,1,1,2,1,1,2,6,0.281645,0.293533,0.0,0.003034,0.001359,,0,506,13,8,0.0,0.007084,0
3348,0,,1,1,2,1,1,2,6,0.281645,0.293533,0.0,0.003034,0.001359,,0,506,13,8,0.0,0.007084,0
3344,0,,1,1,2,1,1,2,6,0.281645,0.293533,0.0,0.003034,0.001359,,0,506,13,8,0.0,0.007084,0
3226,0,,1,1,2,1,1,2,6,0.281645,0.293533,0.0,0.003034,0.001359,,0,506,13,8,0.0,0.007084,0
3218,0,,1,1,2,1,1,2,6,0.281645,0.293533,0.0,0.003034,0.001359,,0,506,13,8,0.0,0.007084,1
3196,0,,1,1,2,1,1,2,7,0.238389,0.246353,0.0,0.000249,0.000245,,0,506,12,74,0.0,0.001403,1
3161,0,,1,1,2,1,1,2,7,0.238389,0.246353,0.0,0.000249,0.000245,,0,506,12,74,0.0,0.001403,0
3150,0,,1,1,2,1,1,2,7,0.238389,0.246353,0.0,0.000249,0.000245,,0,506,12,74,0.0,0.001403,1
3126,0,,1,1,2,1,1,2,7,0.238389,0.246353,0.0,0.000249,0.000245,,0,506,12,74,0.0,0.001403,0
3123,0,,1,1,2,1,1,2,7,0.238389,0.246353,0.0,0.000249,0.000245,,0,506,12,74,0.0,0.001403,0
3130,0,,1,1,2,1,1,2,7,0.238389,0.246353,0.0,0.000249,0.000245,,0,506,12,74,0.0,0.001403,1
3104,0,,1,1,2,1,1,2,7,0.238389,0.246353,0.0,0.000249,0.000245,,0,506,12,74,0.0,0.001403,1
3098,0,,1,1,2,1,1,2,7,0.238389,0.246353,0.0,0.000249,0.000245,,0,506,12,74,0.0,0.001403,1
3085,0,,1,1,2,1,1,2,7,0.238389,0.246353,0.0,0.000249,0.000245,,0,506,12,74,0.0,0.001403,1
3077,0,,1,1,2,1,1,2,7,0.238389,0.246353,0.0,0.000249,0.000245,,0,506,12,74,0.0,0.001403,0
3186,0,,1,1,2,1,1,2,1,1.0,1.0,0.000228,0.000249,0.0,,0,276,12,74,0.0,0.001403,1
2483,0,,1,1,2,1,1,2,7,0.262616,0.271871,0.0,0.001148,0.000931,,0,506,11,65,0.0,0.005245,1
2453,0,,1,1,2,1,1,2,7,0.262616,0.271871,0.0,0.001148,0.000931,,0,506,11,65,0.0,0.005245,1
2816,0,,1,1,2,1,1,2,7,0.240192,0.248033,0.0,0.000456,0.000682,,0,506,1,40,0.0,0.00258,0
3409,0,,1,1,2,1,1,2,8,0.197627,0.20176,7e-06,0.000445,8e-06,,0,506,3,16,0.0,0.003162,1
2682,0,,1,1,2,1,1,2,7,0.266596,0.275748,0.0,0.001326,0.001256,,0,506,11,85,0.0,0.007026,1
2544,0,,1,1,2,1,1,2,7,0.266596,0.275748,0.0,0.001326,0.001256,,0,506,11,85,0.0,0.007026,0
2856,0,,1,1,2,1,1,2,7,0.258753,0.267195,0.0,0.001201,0.001261,,0,506,14,103,0.0,0.006528,0
2594,0,,1,1,2,1,1,2,7,0.258753,0.267195,0.0,0.001201,0.001261,,0,506,14,103,0.0,0.006528,1
2800,0,,1,1,2,1,1,2,7,0.276695,0.286679,0.0,0.001773,0.001786,,0,506,13,32,0.0,0.009321,0
3121,0,,1,1,2,1,1,2,7,0.254103,0.264173,0.0,0.000581,0.00045,,0,506,12,74,0.0,0.002655,1
3099,0,,1,1,2,1,1,2,7,0.254103,0.264173,0.0,0.000581,0.00045,,0,506,12,74,0.0,0.002655,0
3029,0,,1,1,2,1,1,2,7,0.254103,0.264173,0.0,0.000581,0.00045,,0,506,12,74,0.0,0.002655,0
2874,0,,1,1,2,1,1,2,7,0.254707,0.263405,0.0,0.001042,0.001047,,0,506,1,98,0.0,0.005758,1
2863,0,,1,1,2,1,1,2,7,0.254707,0.263405,0.0,0.001042,0.001047,,0,506,1,98,0.0,0.005758,1
2861,0,,1,1,2,1,1,2,7,0.254707,0.263405,0.0,0.001042,0.001047,,0,506,1,98,0.0,0.005758,0
2850,0,,1,1,2,1,1,2,7,0.254707,0.263405,0.0,0.001042,0.001047,,0,506,1,98,0.0,0.005758,0
2847,0,,1,1,2,1,1,2,7,0.254707,0.263405,0.0,0.001042,0.001047,,0,506,1,98,0.0,0.005758,0
3347,0,,1,1,2,1,1,2,7,0.265669,0.275209,0.0,0.00095,0.000971,,0,506,13,11,0.0,0.005418,0
2762,0,,1,1,2,1,1,2,7,0.265669,0.275209,0.0,0.00095,0.000971,,0,506,13,11,0.0,0.005418,0
3346,0,,1,1,2,1,1,2,7,0.261552,0.270466,0.0,0.001667,0.001632,,0,506,13,81,0.0,0.007927,0
2667,0,,1,1,2,1,1,2,7,0.264245,0.272767,0.0,0.001269,0.001233,,0,506,2,29,0.0,0.006819,1
2739,0,,1,1,2,1,1,2,7,0.252136,0.260065,0.0,0.000931,0.001035,,0,506,14,48,0.0,0.005605,0
2688,0,,1,1,2,1,1,2,7,0.256188,0.264659,0.0,0.00077,0.00059,,0,506,8,58,0.0,0.003495,1
2683,0,,1,1,2,1,1,2,7,0.256188,0.264659,0.0,0.00077,0.00059,,0,506,8,58,0.0,0.003495,1
2654,0,,1,1,2,1,1,2,7,0.256188,0.264659,0.0,0.00077,0.00059,,0,506,8,58,0.0,0.003495,0
2678,0,,1,1,2,1,1,2,7,0.256188,0.264659,0.0,0.00077,0.00059,,0,506,8,58,0.0,0.003495,0
2672,0,,1,1,2,1,1,2,7,0.256188,0.264659,0.0,0.00077,0.00059,,0,506,8,58,0.0,0.003495,1
2670,0,,1,1,2,1,1,2,7,0.256188,0.264659,0.0,0.00077,0.00059,,0,506,8,58,0.0,0.003495,1
2749,0,,1,1,2,1,1,2,7,0.256188,0.264659,0.0,0.00077,0.00059,,0,506,8,58,0.0,0.003495,0
2706,0,,1,1,2,1,1,2,7,0.256188,0.264659,0.0,0.00077,0.00059,,0,506,8,58,0.0,0.003495,0
2708,0,,1,1,2,1,1,2,7,0.256188,0.264659,0.0,0.00077,0.00059,,0,506,8,58,0.0,0.003495,1
2530,0,,1,1,2,1,1,2,7,0.256188,0.264659,0.0,0.00077,0.00059,,0,506,8,58,0.0,0.003495,0
2694,0,,1,1,2,1,1,2,7,0.256188,0.264659,0.0,0.00077,0.00059,,0,506,8,58,0.0,0.003495,1
2991,0,,1,1,2,1,1,2,8,0.236076,0.242948,0.0,0.000287,0.000556,,0,506,7,41,0.0,0.002894,1
3250,0,,1,1,2,1,1,2,7,0.248524,0.257333,0.0,0.000817,0.000872,,0,506,15,30,0.0,0.004502,0
3244,0,,1,1,2,1,1,2,7,0.248524,0.257333,0.0,0.000817,0.000872,,0,506,15,30,0.0,0.004502,1
3416,0,,1,1,2,1,1,2,7,0.251106,0.259658,0.0,0.001051,0.001205,,0,506,13,15,0.0,0.005772,0
3360,0,,1,1,2,1,1,2,7,0.251106,0.259658,0.0,0.001051,0.001205,,0,506,13,15,0.0,0.005772,0
3343,0,,1,1,2,1,1,2,7,0.251106,0.259658,0.0,0.001051,0.001205,,0,506,13,15,0.0,0.005772,0
2960,0,,1,1,2,1,1,2,7,0.259111,0.26772,0.0,0.001467,0.001466,,0,506,14,64,0.0,0.007801,0
2951,0,,1,1,2,1,1,2,7,0.274064,0.284984,0.0,0.002747,0.002283,,0,506,8,7,0.0,0.011404,1
3318,0,,1,1,2,1,1,2,7,0.267643,0.277989,0.0,0.00132,0.001291,,0,506,3,31,0.0,0.006577,0
3306,0,,1,1,2,1,1,2,7,0.267643,0.277989,0.0,0.00132,0.001291,,0,506,3,31,0.0,0.006577,0
3235,0,,1,1,2,1,1,2,7,0.27109,0.280644,0.0,0.00192,0.001344,,0,506,13,33,0.0,0.006627,1
2628,0,,1,1,2,1,1,2,7,0.26077,0.269812,0.0,0.000811,0.000866,,0,506,6,102,0.0,0.004949,0
2625,0,,1,1,2,1,1,2,7,0.26077,0.269812,0.0,0.000811,0.000866,,0,506,6,102,0.0,0.004949,1
2623,0,,1,1,2,1,1,2,7,0.26077,0.269812,0.0,0.000811,0.000866,,0,506,6,102,0.0,0.004949,0
2985,0,,1,1,2,1,1,2,7,0.257934,0.267298,0.0,0.001253,0.001415,,0,506,15,35,0.0,0.007178,1
3171,0,,1,1,2,1,1,2,7,0.25765,0.266857,0.0,0.001243,0.001305,,0,506,13,28,0.0,0.006584,0
3403,0,,1,1,2,1,1,2,7,0.281518,0.292926,0.0,0.003018,0.002813,,0,506,13,69,0.0,0.014495,1
3246,0,,1,1,2,1,1,2,7,0.281518,0.292926,0.0,0.003018,0.002813,,0,506,13,69,0.0,0.014495,1
3404,0,,1,1,2,1,1,2,7,0.267375,0.277378,0.0,0.001151,0.001005,,0,506,3,16,0.0,0.004876,0
3387,0,,1,1,2,1,1,2,7,0.267375,0.277378,0.0,0.001151,0.001005,,0,506,3,16,0.0,0.004876,0
3379,0,,1,1,2,1,1,2,7,0.267375,0.277378,0.0,0.001151,0.001005,,0,506,3,16,0.0,0.004876,1
2473,0,,1,1,2,1,1,2,7,0.251612,0.259244,0.0,0.000542,0.000624,,0,506,2,79,0.0,0.003698,0
2720,0,,1,1,2,1,1,2,7,0.263298,0.272395,0.0,0.001216,0.001057,,0,506,14,63,0.0,0.005906,0
2490,0,,1,1,2,1,1,2,7,0.263298,0.272395,0.0,0.001216,0.001057,,0,506,14,63,0.0,0.005906,0
3353,0,,1,1,2,1,1,2,7,0.249418,0.258465,0.0,0.000761,0.000529,,0,506,3,16,0.0,0.00245,1
2663,0,,1,1,2,1,1,2,7,0.251325,0.258759,0.0,0.000656,0.000553,,0,506,2,11,0.0,0.003173,0
2842,0,,1,1,2,1,1,2,7,0.251325,0.258759,0.0,0.000656,0.000553,,0,506,2,11,0.0,0.003173,0
3031,0,,1,1,2,1,1,2,7,0.258878,0.26883,0.0,0.000804,0.000698,,0,506,13,10,0.0,0.003746,0
3251,0,,1,1,2,1,1,2,7,0.260208,0.270431,0.0,0.001024,0.001016,,0,506,13,22,0.0,0.00553,0
3285,0,,1,1,2,1,1,2,7,0.260788,0.27078,0.0,0.001312,0.001362,,0,506,13,10,0.0,0.007185,0
3137,0,,1,1,2,1,1,2,7,0.260788,0.27078,0.0,0.001312,0.001362,,0,506,13,10,0.0,0.007185,1
2911,0,,1,1,2,1,1,2,7,0.267605,0.277421,0.0,0.001004,0.001076,,0,506,1,83,0.0,0.006005,0
2702,0,,1,1,2,1,1,2,7,0.267605,0.277421,0.0,0.001004,0.001076,,0,506,1,83,0.0,0.006005,0
2805,0,,1,1,2,1,1,2,7,0.267605,0.277421,0.0,0.001004,0.001076,,0,506,1,83,0.0,0.006005,0
2521,0,,1,1,2,1,1,2,7,0.24455,0.251167,0.0,0.000262,0.000367,,0,506,8,56,0.0,0.001947,1
2684,0,,1,1,2,1,1,2,7,0.258111,0.267159,0.0,0.000439,0.000346,,0,506,11,70,0.0,0.002088,0
2864,0,,1,1,2,1,1,2,7,0.258111,0.267159,0.0,0.000439,0.000346,,0,506,11,70,0.0,0.002088,0
2862,0,,1,1,2,1,1,2,7,0.258111,0.267159,0.0,0.000439,0.000346,,0,506,11,70,0.0,0.002088,0
2855,0,,1,1,2,1,1,2,7,0.258111,0.267159,0.0,0.000439,0.000346,,0,506,11,70,0.0,0.002088,0
2838,0,,1,1,2,1,1,2,7,0.258111,0.267159,0.0,0.000439,0.000346,,0,506,11,70,0.0,0.002088,0
3408,0,,1,1,2,1,1,2,7,0.25765,0.267262,0.0,0.001557,0.001627,,0,506,3,30,0.0,0.0081,1
3396,0,,1,1,2,1,1,2,7,0.25765,0.267262,0.0,0.001557,0.001627,,0,506,3,30,0.0,0.0081,0
3381,0,,1,1,2,1,1,2,7,0.254534,0.263538,0.0,0.000555,0.000453,,0,506,3,16,0.0,0.002312,1
3321,0,,1,1,2,1,1,2,7,0.246125,0.253745,0.0,0.000715,0.000743,,0,506,13,31,0.0,0.003925,1
3294,0,,1,1,2,1,1,2,7,0.246125,0.253745,0.0,0.000715,0.000743,,0,506,13,31,0.0,0.003925,1
3282,0,,1,1,2,1,1,2,7,0.246125,0.253745,0.0,0.000715,0.000743,,0,506,13,31,0.0,0.003925,1
3182,0,,1,1,2,1,1,2,7,0.245834,0.253393,0.0,0.00043,0.000453,,0,506,14,66,0.0,0.002664,0
2575,0,,1,1,2,1,1,2,7,0.245834,0.253393,0.0,0.00043,0.000453,,0,506,14,66,0.0,0.002664,0
2572,0,,1,1,2,1,1,2,7,0.245834,0.253393,0.0,0.00043,0.000453,,0,506,14,66,0.0,0.002664,0
2549,0,,1,1,2,1,1,2,7,0.245834,0.253393,0.0,0.00043,0.000453,,0,506,14,66,0.0,0.002664,0
3212,0,,1,1,2,1,1,2,7,0.254344,0.261992,0.0,0.000768,0.00062,,0,506,2,85,0.0,0.003526,1
2701,0,,1,1,2,1,1,2,7,0.245882,0.252805,0.0,0.000471,0.000387,,0,506,2,102,0.0,0.00226,0
2993,0,,1,1,2,1,1,2,8,0.226118,0.231639,0.0,0.000141,0.000281,,0,506,8,88,0.0,0.001591,0
2895,0,,1,1,2,1,1,2,7,0.25719,0.265827,0.0,0.001054,0.000984,,0,506,11,55,0.0,0.005195,0
2717,0,,1,1,2,1,1,2,7,0.253364,0.260919,0.0,0.000755,0.00073,,0,506,11,26,0.0,0.003836,0
2522,0,,1,1,2,1,1,2,7,0.241353,0.248699,0.0,0.000247,0.00031,,0,506,2,17,0.0,0.001877,0
2518,0,,1,1,2,1,1,2,7,0.241353,0.248699,0.0,0.000247,0.00031,,0,506,2,17,0.0,0.001877,0
2514,0,,1,1,2,1,1,2,7,0.241353,0.248699,0.0,0.000247,0.00031,,0,506,2,17,0.0,0.001877,0
2515,0,,1,1,2,1,1,2,7,0.241353,0.248699,0.0,0.000247,0.00031,,0,506,2,17,0.0,0.001877,0
2584,0,,1,1,2,1,1,2,7,0.257172,0.264706,0.0,0.000799,0.000864,,0,506,8,85,0.0,0.00451,1
3262,0,,1,1,2,1,1,2,8,0.221402,0.227324,0.0,0.000104,7.8e-05,,0,506,14,72,0.0,0.000481,0
2469,0,,1,1,2,1,1,2,7,0.2655,0.274869,0.0,0.001667,0.002292,,0,506,13,92,0.0,0.01126,0
2456,0,,1,1,2,1,1,2,7,0.2655,0.274869,0.0,0.001667,0.002292,,0,506,13,92,0.0,0.01126,0
2939,0,,1,1,2,1,1,2,7,0.263855,0.273724,0.0,0.000937,0.00091,,0,506,14,40,0.0,0.005099,0
2934,0,,1,1,2,1,1,2,7,0.263855,0.273724,0.0,0.000937,0.00091,,0,506,14,40,0.0,0.005099,0
2894,0,,1,1,2,1,1,2,7,0.263855,0.273724,0.0,0.000937,0.00091,,0,506,14,40,0.0,0.005099,1
2451,0,,1,1,2,1,1,2,7,0.245705,0.252758,0.0,0.000309,0.000314,,0,506,2,54,0.0,0.001851,0
2822,0,,1,1,2,1,1,2,7,0.261188,0.269945,0.0,0.000975,0.000755,,0,506,14,79,0.0,0.004184,1
2545,0,,1,1,2,1,1,2,7,0.261188,0.269945,0.0,0.000975,0.000755,,0,506,14,79,0.0,0.004184,0
2564,0,,1,1,2,1,1,2,7,0.261188,0.269945,0.0,0.000975,0.000755,,0,506,14,79,0.0,0.004184,1
3338,0,,1,1,2,1,1,2,7,0.235972,0.245124,0.0,0.00015,0.000152,,0,506,1,5,0.0,0.000997,0
2639,0,,1,1,2,1,1,2,7,0.246303,0.253335,0.0,0.000432,0.000451,,0,506,2,34,0.0,0.002575,0
2574,0,,1,1,2,1,1,2,7,0.246303,0.253335,0.0,0.000432,0.000451,,0,506,2,34,0.0,0.002575,0
3169,0,,1,1,2,1,1,2,7,0.263206,0.272434,0.0,0.000929,0.000901,,0,506,8,54,0.0,0.004962,0
2714,0,,1,1,2,1,1,2,7,0.263206,0.272434,0.0,0.000929,0.000901,,0,506,8,54,0.0,0.004962,0
2824,0,,1,1,2,1,1,2,7,0.271857,0.28161,0.0,0.001439,0.001344,,0,506,11,83,0.0,0.007091,1
2815,0,,1,1,2,1,1,2,7,0.250067,0.258106,0.0,0.00069,0.00059,,0,506,8,49,0.0,0.003095,0
3386,0,,1,1,2,1,1,2,7,0.252272,0.262151,0.0,0.000792,0.000802,,0,506,13,31,0.0,0.004219,1
2990,0,,1,1,2,1,1,2,7,0.242618,0.249441,0.0,0.000506,0.000725,,0,506,7,0,0.0,0.003767,0
3025,0,,1,1,2,1,1,2,7,0.242618,0.249441,0.0,0.000506,0.000725,,0,506,7,0,0.0,0.003767,1
2965,0,,1,1,2,1,1,2,7,0.26518,0.274278,0.0,0.001427,0.001337,,0,506,2,42,0.0,0.006673,0
2659,0,,1,1,2,1,1,2,7,0.23883,0.246449,0.0,0.000242,0.000207,,0,506,2,17,0.0,0.001367,0
3125,0,,1,1,2,1,1,2,7,0.282047,0.29511,0.0,0.003861,0.003726,,0,506,7,6,0.0,0.019688,0
3022,0,,1,1,2,1,1,2,7,0.282047,0.29511,0.0,0.003861,0.003726,,0,506,7,6,0.0,0.019688,1
3016,0,,1,1,2,1,1,2,7,0.282047,0.29511,0.0,0.003861,0.003726,,0,506,7,6,0.0,0.019688,0
3003,0,,1,1,2,1,1,2,7,0.282047,0.29511,0.0,0.003861,0.003726,,0,506,7,6,0.0,0.019688,0
2988,0,,1,1,2,1,1,2,7,0.282047,0.29511,0.0,0.003861,0.003726,,0,506,7,6,0.0,0.019688,0
2958,0,,1,1,2,1,1,2,7,0.282047,0.29511,0.0,0.003861,0.003726,,0,506,7,6,0.0,0.019688,1
2935,0,,1,1,2,1,1,2,7,0.282047,0.29511,0.0,0.003861,0.003726,,0,506,7,6,0.0,0.019688,0
3333,0,,1,1,2,1,1,2,7,0.254759,0.264419,0.0,0.000437,0.000416,,0,506,12,74,0.0,0.002596,0
2618,0,,1,1,2,1,1,2,7,0.246822,0.253842,0.0,0.000388,0.000264,,0,506,8,91,0.0,0.001601,0
2566,0,,1,1,2,1,1,2,7,0.246822,0.253842,0.0,0.000388,0.000264,,0,506,8,91,0.0,0.001601,0
3239,0,,1,1,2,1,1,2,8,0.216489,0.222193,0.0,8.9e-05,7.4e-05,,0,506,11,88,0.0,0.000489,1
3034,0,,1,1,2,1,1,2,8,0.216489,0.222193,0.0,8.9e-05,7.4e-05,,0,506,11,88,0.0,0.000489,0
2978,0,,1,1,2,1,1,2,7,0.247834,0.256852,0.0,0.000221,0.000265,,0,506,1,4,0.0,0.001388,0
2983,0,,1,1,2,1,1,2,7,0.247834,0.256852,0.0,0.000221,0.000265,,0,506,1,4,0.0,0.001388,0
2606,0,,1,1,2,1,1,2,8,0.211146,0.216527,0.0,3.3e-05,3.1e-05,,0,506,6,52,0.0,0.000302,0
2450,0,,1,1,2,1,1,2,8,0.202169,0.206532,0.0,1.1e-05,0.000261,,0,506,8,68,0.0,0.001504,0
2598,0,,1,1,2,1,1,2,7,0.237152,0.245035,0.0,0.000236,0.000246,,0,506,6,17,0.0,0.001562,0
2976,0,,1,1,2,1,1,2,7,0.255176,0.263646,0.0,0.001024,0.000958,,0,506,14,69,0.0,0.004653,0
3175,0,,1,1,2,1,1,2,7,0.241058,0.248236,0.0,0.000288,0.000222,,0,506,12,74,0.0,0.001129,0
2466,0,,1,1,2,1,1,2,7,0.242902,0.249895,0.0,0.000283,0.000333,,0,506,11,88,0.0,0.001854,0
2732,0,,1,1,2,1,1,2,7,0.236897,0.242489,0.0,0.00018,0.000193,,0,506,14,9,0.0,0.001054,0
